@relation arabicText

@attribute arabicclass {Dialect,MSA}
@attribute text String

@data
Dialect,'ماعندك شرف'
MSA,'ليس عندك شرف'
Dialect,'يلعنك نذل'
MSA,'عليك اللعنة نذل'
Dialect,'واحد واطي'
MSA,'خسيس'
Dialect,'اهبل ولك'
MSA,'هل جننت'
Dialect,'يلعن ابوك'
MSA,'يلعن أبوك'
Dialect,'منيك ولك'
MSA,'خسيس'
Dialect,'نذاله ههههههههههههههههه'
MSA,'نذالة ههههههههههههههههه'
Dialect,'الأردن رح يولع يا نسور'
MSA,'الأردن سوف يشتعل يا نسور'
Dialect,'واحد هامل'
MSA,'شخص هامل'
Dialect,'فشرت عينك'
MSA,'خسئت عينك'
Dialect,'صرماتي براس اهلك'
MSA,'حذائي أعلى قدر من أهلك'
Dialect,'ولك واحد كندرة'
MSA,'أنت حذاء'
Dialect,'يلعن الساعة الي بشرت فيك'
MSA,'اللعنة على الساعة التي بشرت فيها'
Dialect,'شو هالمنشور الوسخ'
MSA,'ما هذا المنشور الوسخ'
Dialect,'ربي يكون بالعون ياأخي فقد احزنني كلامك'
MSA,'كان الله بالعون يا أخي فقد أحزنني كلامك'
Dialect,'فلماااا الحزن فلقد اصبح الحزن صديقي'
MSA,'فلما الحزن فلقد أصبح الحزن صديقي'
Dialect,'ما بدي غير 10 يعملو لايك للبيج'
MSA,'لا أريد غير 10 ليعجبوا بالصفحة'
Dialect,'كله لايك لا اتفشلوني'
MSA,'إنه فقط إعجاب لا تخيبوا ظني'
Dialect,'ملاحظه : الكبسه ما بتكهرب والله'
MSA,'ملاحظه : المفتاح لا يكهرب والله'
Dialect,'شو الاشي الي بيضحك (ما ازنخك)'
MSA,'ما المضحك في الأمر (ثقيل الظل)'
Dialect,'ما ازنخ منك إلى هاي الروابط اللي بتسم البدن.... بتتعب يعني لما توخد الصورة وتنزلها تنزيل عادي'
MSA,'لا أثقل من ظلك إلا هذه الروابط التي تعكر المزاج.... أتتعب يعني حين تأخذ الصورة وتضيفها إضافة عادية'
Dialect,'نا بدي نموذج لسبونج بوب ههههههههههههههههه'
MSA,'أنا أريد نموذج لسبونج بوب ههههههههههههههههه'
Dialect,'ههههههههههههههههه هدول مجانين ... اكيد ما بوافق مش هبلة انا'
MSA,'ههههههههههههههههه هؤلاء مجانين ... بالتأكيد لا أوافق لست غبية أنا'
Dialect,'رح اجتهد باني اكون حلوة يوم عرسي مش اكون متل القردة'
MSA,'سوف أجتهد بأن أكون جميلة يوم عرسي لا أكون مثل القردة'
Dialect,'مش شايف العالم مش ملاقيه الخبز . كل واحد بشتغل على سياره رح يوكل هوا و بارتفاع المحروقات الاكل و الشرب رح يرتفع'
MSA,'لا أرى العالم لا يجد خبزاً. كل شخص يعمل على سياره سوف يعاني و بإرتفاع المحروقات الأكل و الشرب سوف يرتفع'
Dialect,'انا لله و انا اليه راجعون و الله يستر هالبلد'
MSA,'إنا لله و انا اليه راجعون و الله يحمي هذا البلد'
Dialect,'الله يجعل ابوك وامك من اهل النار اذا بتعيد هالحركه مره ثانيه'
MSA,'جعل الله أبوك وأمك من أهل النار إذا أعدت هذه الحركة مرة أخرى'
Dialect,'نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت'
MSA,'نادرا ما تحدث لو أن الشعب يتطور ويتعلم مع الوقت'
Dialect,'اكيد لا في عندك ناس بتفهم ووفي ناس عند الاجانب ما بتفهم'
MSA,'بالتاكيد لا في عندك أناس تفهم وهنالك أناس عند الأجانب لا تفهم'
Dialect,'الله يوخدها'
MSA,'أخذها الله'
Dialect,'قصد وهو كبير'
MSA,'قصدي وهو كبير'
Dialect,'والله انا خايف انو طخوا بعد هاي الصورة'
MSA,'والله أنا خائف انهم رموه بالرصاص بعد هذه الصورة'
Dialect,'شو نوع الحشيش ؟؟'
MSA,'ما هو نوع الحشيش ؟؟'
Dialect,'خنقوووني'
MSA,'خنقوني'
Dialect,'فاشله'
MSA,'فاشلة'
Dialect,'يا الله إنك تلطف بينا يا كريم ... أغلب محطات الوقود اليوم رفضت التعبئة هي و مراكز توزيع الغاز .. الله و أكبر على المحتكر الله أكبر عليه , نحتسبه عند رب العباد'
MSA,'ألطف بنا يا الله يا كريم ... أغلب محطات الوقود اليوم رفضت التعبئة هي و مراكز توزيع الغاز .. الله و أكبر على المحتكر الله أكبر عليه , نحتسبه عند رب العباد'
Dialect,'إلى بشار الاسد : كــــس أخـــتـــــك :)'
MSA,'إلى بشار الاسد : تباً لك :)'
Dialect,'خراي على احسن علوي ومحب لهاجحش !! خربت سورية ياكلب'
MSA,'تبا لأحسن علوي ومحب لهذا الجحش !! دمرت سورية ياكلب'
Dialect,'رعب وخوف عاوجهك يا جبان'
MSA,'رعب وخوف عليك  يا جبان'
Dialect,'رئيس مو عارف يحكي حرف الاس .. روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو'
MSA,'رئيس لا يعرف أن ينطق حرف السين .. خسئت لعنة الله على أنيسة كونها أنجبتك'
Dialect,'يلعن روحك'
MSA,'لعن الله روحك'
Dialect,'اذا كان هيك الخبر انا ما بدي اعيش'
MSA,'اذا كان الخبر هكذا فأنا لا أريد أن أعيش'
Dialect,'بقرف زيك'
MSA,'أقرف مثلك'
Dialect,'تفوووو عليك'
MSA,'تبا لك'
Dialect,'يع يع يع قرف'
MSA,'مقرف'
Dialect,'Noاكيد بقرف'
MSA,'بالتأكيد أقرف'
Dialect,'طيب ليه السخريه دى ماكنا كويسين'
MSA,'لما هذه السخرية فقد كنا جيدين'
Dialect,'سدئناك يا كذاب'
MSA,'لن نصدقك يا كذاب'
Dialect,'انا خلينى ساكتة احسن'
MSA,'الصمت أفضل لي'
Dialect,'بس مو مزبوط'
MSA,'لكن غير صحيح'
Dialect,'حكي جرايد'
MSA,'كذب'
Dialect,'هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف'
MSA,'هل هنالك أحد متابع لهذه الفتاة هذا شيء مقرف'
Dialect,'الفاتحة علي ارواح الغلابة'
MSA,'الفاتحة علي أرواح المساكين'
Dialect,'والله ايلى اختشه ماتوا '
MSA,'والله الذين استحوا ماتوا'
Dialect,'بيجيبو الشيوخ ليسهزاءو فيهم'
MSA,'يحضرون الشيوخ ليستهزؤا بهم'
Dialect,'لا بتمزحي يع قرف'
MSA,'لا أنت تمزحين مقرف'
Dialect,'قرف يقرفك'
MSA,'مقرف جداً'
Dialect,'الله اكبر شو هيدا اكل الرجال'
MSA,'الله أكبر هكذا يأكل الرجال'
Dialect,'ايه راحه فيها المسكين ياحرام'
MSA,'لن يتحمل المسكين يا حرام'
Dialect,'الله يلعن ام هيك نمر'
MSA,'تباً لهذا النمر'
Dialect,'لهم صارو يبيعو و يشترو في البلد متل ما بدهم'
MSA,'أصبحوا يبيعوا ويشتروا بالبلد كما يشاؤون'
Dialect,'لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر'
MSA,'لو كان كاكا يلعب مع البرازيل لكنت أعجبت بهذا المقال ولكن محال'
Dialect,'يا اخوان احنا قرفنا'
MSA,'يا إخوان نحن قرفنا'
Dialect,'يع شوهاي الوساخة'
MSA,'مقرف ما هذه الوساخة'
Dialect,'هاض بني ادم حقير'
MSA,'هذا بني آدم حقير'
Dialect,'طبعا اكيد ﻻ و الف ﻻ'
MSA,'طبعا بالتأكيد ﻻ و ألف ﻻ'
Dialect,'يع حاسة حالي بدي استفرغ'
MSA,'مقرف أحس بأني سوف أتقيأ'
Dialect,'يع بتقرف انت وسخ'
MSA,'مقرف أنت وسخ'
Dialect,'انت واحد حقير'
MSA,'أنت شخص حقير'
Dialect,'حيوان وكلب الله يموتك'
